"124, 13, 31, 38, 45, 53, 55"
"125, 33, 35, 45, 52, 53, 55"
"126, 4, 5, 8, 17, 35, 47"
"127, 24, 25, 26, 29, 36, 48"
"128, 7, 12, 28, 31, 40, 44"
"129, 9, 13, 17, 18, 46, 50"
"130, 3, 15, 18, 25, 26, 29"
"131, 5, 7, 17, 22, 32, 33"
"132, 11, 21, 26, 32, 51, 52"
"133, 11, 16, 18, 26, 46, 47"
"134, 9, 23, 25, 39, 52, 53"
"135, 4, 13, 23, 27, 29, 35"
"136, 3, 15, 32, 45, 48, 54"
"137, 14, 15, 21, 30, 44, 47"
"138, 16, 17, 31, 37, 41, 52"
"139, 2, 8, 19, 23, 25, 33"
"140, 6, 8, 13, 23, 46, 55"
"141, 17, 18, 21, 39, 40, 43"
"142, 11, 31, 33, 43, 48, 51"
"143, 3, 12, 23, 24, 30, 33"
"144, 30, 32, 34, 47, 48, 49"
"145, 4, 15, 22, 24, 43, 51"
"146, 2, 30, 45, 48, 49, 53"
"147, 6, 10, 16, 20, 27, 29"
"148, 8, 15, 18, 21, 24, 49"
"149, 4, 19, 23, 34, 38, 50"
"150, 5, 14, 22, 27, 31, 40"
"151, 11, 13, 28, 34, 44, 47"
"152, 7, 31, 33, 37, 46, 52"
"153, 11, 18, 34, 37, 50, 53"
"154, 21, 24, 33, 37, 40, 46"
"155, 11, 16, 22, 25, 30, 40"
"156, 1, 5, 27, 31, 47, 50"
"157, 6, 11, 16, 17, 41, 55"
"158, 11, 12, 24, 32, 41, 48"
"159, 3, 9, 15, 20, 39, 49"
"160, 24, 29, 32, 33, 49, 55"
"161, 16, 17, 31, 33, 42, 44"
"162, 29, 30, 36, 38, 45, 52"
"163, 6, 10, 34, 46, 48, 51"
"164, 7, 33, 36, 39, 51, 55"
"165, 9, 12, 14, 23, 32, 46"
"166, 14, 18, 27, 38, 39, 53"
"167, 10, 11, 15, 32, 40, 48"
"168, 2, 10, 15, 31, 39, 48"
"169, 5, 22, 28, 42, 49, 54"
"170, 2, 8, 20, 21, 28, 36"
"171, 8, 18, 20, 29, 34, 37"
"172, 4, 11, 15, 21, 24, 27"
"173, 9, 11, 12, 24, 35, 43"
"174, 13, 17, 28, 42, 45, 49"
"175, 4, 6, 7, 26, 40, 44"
"176, 2, 5, 28, 30, 46, 50"
"177, 8, 21, 32, 43, 48, 53"
"178, 3, 32, 35, 46, 47, 49"
"179, 1, 8, 17, 28, 40, 50"
"180, 2, 3, 6, 13, 14, 17"
"181, 8, 12, 29, 35, 51, 54"
"182, 3, 7, 12, 32, 34, 55"
"183, 3, 7, 28, 32, 33, 37"
"184, 3, 9, 12, 17, 34, 42"
"185, 5, 6, 16, 42, 48, 51"
"186, 10, 27, 46, 50, 51, 55"
"187, 5, 16, 17, 37, 46, 49"
"188, 12, 21, 23, 44, 47, 48"
"189, 5, 28, 29, 34, 42, 46"
"190, 1, 11, 22, 34, 42, 47"
"191, 2, 5, 10, 17, 35, 41"
"192, 1, 3, 6, 13, 21, 30"
"193, 16, 23, 29, 31, 45, 48"
"194, 8, 9, 15, 21, 44, 49"
"195, 1, 12, 22, 27, 30, 39"
"196, 3, 11, 15, 42, 44, 54"
"197, 14, 17, 20, 23, 25, 45"
"198, 19, 22, 23, 43, 47, 53"
"199, 22, 28, 31, 39, 52, 53"
"200, 3, 5, 19, 22, 29, 39"
"201, 3, 25, 26, 32, 41, 47"
"202, 13, 16, 21, 40, 49, 52"
"203, 12, 22, 26, 29, 45, 47"
"204, 9, 23, 33, 40, 44, 49"
"205, 17, 22, 24, 28, 37, 44"
"206, 3, 10, 11, 25, 40, 54"
"207, 3, 5, 23, 28, 35, 44"
"208, 10, 23, 27, 42, 51, 52"
"209, 3, 5, 12, 20, 25, 33"
"210, 10, 13, 16, 23, 30, 49"
"211, 9, 13, 23, 27, 39, 42"
"212, 3, 6, 9, 31, 48, 54"
"213, 1, 5, 11, 37, 39, 44"
"214, 2, 11, 14, 36, 49, 55"
"215, 14, 17, 49, 52, 53, 55"
"216, 1, 9, 15, 17, 25, 26"
"217, 8, 17, 24, 33, 34, 44"
"218, 3, 8, 16, 35, 39, 52"
"219, 3, 9, 17, 21, 23, 51"
"220, 5, 20, 33, 42, 43, 50"
"221, 8, 36, 42, 43, 50, 52"
"222, 2, 19, 21, 27, 37, 46"
"223, 23, 31, 37, 45, 49, 54"
"224, 10, 11, 38, 47, 53, 55"
"225, 3, 5, 9, 11, 45, 48"
"226, 12, 22, 31, 35, 40, 47"
"227, 7, 13, 14, 26, 42, 54"
"228, 4, 6, 13, 22, 29, 30"
"229, 13, 14, 22, 34, 35, 55"
"230, 13, 29, 42, 46, 51, 53"
"231, 1, 14, 22, 40, 52, 55"
"232, 31, 35, 38, 44, 49, 55"
"233, 20, 27, 33, 43, 53, 54"
"234, 15, 20, 26, 41, 45, 55"
"235, 10, 19, 20, 28, 34, 44"
"236, 11, 23, 27, 35, 36, 46"
"237, 20, 27, 28, 32, 47, 50"
"238, 2, 14, 15, 44, 46, 50"
"239, 1, 12, 17, 34, 48, 49"
"240, 8, 15, 26, 41, 43, 53"
"241, 5, 8, 14, 28, 37, 40"
"242, 12, 18, 22, 29, 32, 52"
"243, 3, 10, 11, 15, 29, 34"
"244, 16, 19, 30, 39, 43, 52"
"245, 8, 9, 16, 34, 42, 43"
"246, 4, 15, 19, 34, 40, 42"
"247, 1, 2, 3, 20, 46, 48"
"248, 1, 15, 23, 51, 53, 55"
"249, 2, 14, 20, 33, 41, 47"
"250, 18, 24, 31, 34, 35, 44"
"251, 9, 16, 26, 34, 44, 49"
"252, 18, 21, 25, 35, 44, 53"
"253, 10, 18, 22, 24, 35, 40"
"254, 8, 28, 32, 35, 40, 45"
"255, 7, 18, 32, 42, 46, 53"
"256, 3, 9, 30, 41, 46, 52"
"257, 15, 19, 28, 40, 44, 48"
"258, 3, 23, 37, 43, 44, 49"
"259, 3, 15, 18, 35, 50, 54"
"260, 1, 4, 9, 20, 22, 26"
"261, 16, 26, 29, 38, 47, 51"
"262, 1, 20, 30, 41, 46, 50"
"263, 10, 14, 19, 36, 48, 49"
"264, 1, 8, 31, 32, 37, 55"
"265, 9, 13, 20, 21, 36, 43"
"266, 16, 29, 32, 33, 52, 53"
"267, 7, 8, 15, 24, 26, 48"
"268, 8, 10, 12, 24, 40, 44"
"269, 20, 21, 22, 31, 43, 45"
"270, 16, 22, 23, 33, 36, 38"
"271, 1, 11, 22, 26, 33, 51"
"272, 3, 5, 13, 40, 41, 45"
"273, 2, 10, 16, 17, 33, 36"
"274, 2, 3, 26, 53, 17, 1"
"275, 3, 6, 7, 8, 9, 49"
"276, 19, 21, 48, 49, 54, 55"
"277, 6, 11, 20, 22, 26, 28"
"278, 6, 11, 15, 21, 30, 40"
"279, 8, 28, 30, 33, 40, 43"
"280, 6, 10, 13, 18, 29, 38"
"281, 11, 12, 29, 31, 37, 53"
"282, 13, 21, 33, 42, 53, 55"
"283, 4, 12, 35, 44, 50, 55"
"284, 15, 22, 31, 32, 33, 37"
"285, 17, 31, 33, 34, 37, 40"
"286, 10, 24, 31, 41, 42, 47"
"287, 18, 20, 24, 26, 33, 41"
"288, 10, 13, 30, 36, 51, 54"
"289, 2, 8, 10, 23, 27, 35"
"290, 2, 5, 13, 20, 30, 49"
"291, 6, 9, 15, 22, 29, 53"
"292, 13, 23, 40, 45, 52, 55"
"293, 24, 31, 45, 46, 47, 54"
"294, 9, 15, 23, 41, 49, 51"
"295, 1, 9, 23, 28, 42, 54"
"296, 3, 14, 34, 35, 40, 49"
"297, 9, 29, 32, 44, 49, 53"
"298, 6, 10, 19, 31, 34, 43"
"299, 2, 9, 33, 45, 52, 54"
"300, 4, 5, 14, 46, 52, 54"
"301, 5, 29, 36, 39, 46, 53"
"302, 4, 17, 25, 40, 42, 51"
"303, 6, 9, 15, 26, 35, 38"
"304, 5, 23, 29, 45, 50, 52"
"305, 4, 12, 19, 31, 33, 40"
"306, 4, 24, 29, 31, 39, 41"
"307, 15, 18, 25, 32, 42, 52"
"308, 5, 10, 21, 32, 39, 52"
"309, 3, 31, 34, 41, 52, 53"
"310, 2, 3, 25, 33, 44, 50"
"311, 3, 8, 12, 21, 32, 51"
"312, 1, 18, 39, 45, 48, 49"
"313, 13, 24, 25, 26, 27, 30"
"314, 9, 11, 19, 20, 26, 42"
"315, 1, 6, 17, 18, 21, 41"
"316, 7, 17, 36, 42, 43, 50"
"317, 4, 8, 16, 27, 32, 40"
"318, 19, 25, 31, 32, 39, 47"
"319, 9, 11, 24, 26, 38, 53"
"320, 10, 30, 38, 48, 54, 55"
"321, 4, 7, 16, 17, 30, 39"
"322, 19, 20, 34, 40, 49, 51"
"323, 16, 22, 29, 33, 46, 47"
"324, 10, 11, 12, 23, 27, 48"
"325, 13, 20, 23, 32, 51, 52"
"326, 13, 14, 29, 35, 41, 55"
"327, 20, 24, 27, 30, 33, 45"
"328, 7, 17, 31, 35, 38, 46"
"329, 6, 9, 19, 39, 50, 54"
"330, 18, 29, 32, 33, 45, 49"
"331, 10, 36, 42, 44, 45, 54"
"332, 3, 14, 26, 38, 43, 47"
"333, 2, 8, 22, 34, 39, 41"
"334, 2, 5, 23, 30, 42, 45"
"335, 12, 33, 39, 40, 48, 53"
"336, 7, 12, 38, 43, 51, 55"
"337, 4, 8, 21, 23, 40, 43"
"338, 5, 22, 38, 41, 47, 49"
"339, 4, 7, 8, 26, 37, 44"
"340, 10, 29, 30, 31, 37, 51"
"341, 8, 36, 39, 43, 48, 50"
"342, 4, 17, 42, 51, 53, 55"
"343, 21, 39, 48, 51, 53, 55"
"344, 9, 12, 29, 46, 48, 53"
"345, 5, 11, 14, 34, 51, 53"
"346, 1, 10, 21, 26, 42, 43"
"347, 2, 16, 26, 27, 36, 40"
"348, 9, 14, 23, 41, 45, 50"
"349, 18, 20, 22, 50, 51, 53"
"350, 12, 15, 16, 31, 43, 55"
"351, 18, 19, 22, 37, 47, 48"
"352, 2, 15, 34, 35, 48, 50"
"353, 3, 6, 16, 17, 44, 50"
"354, 1, 12, 19, 37, 44, 52"
"355, 1, 3, 6, 25, 29, 41"
"356, 10, 17, 24, 27, 36, 39"
"357, 9, 12, 16, 36, 41, 55"
"358, 6, 8, 18, 22, 49, 52"
"359, 19, 21, 33, 35, 38, 40"
"360, 21, 24, 35, 38, 42, 47"
"361, 7, 29, 30, 45, 50, 55"
"362, 7, 19, 38, 41, 42, 47"
"363, 1, 18, 26, 28, 53, 55"
"364, 8, 9, 10, 32, 44, 50"
"365, 21, 29, 36, 41, 50, 52"
"366, 9, 11, 16, 27, 35, 40"
"367, 7, 18, 38, 42, 47, 51"
"368, 5, 20, 33, 42, 43, 49"
"369, 1, 9, 15, 42, 49, 50"
"370, 3, 30, 33, 34, 40, 47"
"371, 4, 5, 14, 19, 22, 37"
"372, 18, 22, 25, 28, 29, 34"
"373, 5, 8, 20, 34, 37, 42"
"374, 3, 16, 30, 34, 50, 55"
"375, 5, 6, 12, 18, 23, 54"
"376, 10, 17, 26, 28, 29, 32"
"377, 2, 22, 26, 28, 44, 55"
"378, 12, 14, 26, 29, 33, 40"
"379, 4, 14, 26, 42, 44, 55"
"380, 8, 11, 16, 22, 42, 54"
"381, 17, 20, 21, 29, 52, 54"
"382, 8, 11, 17, 19, 25, 47"
"383, 3, 4, 17, 39, 50, 51"
"384, 10, 11, 26, 33, 44, 46"
"385, 13, 18, 19, 23, 32, 43"
"386, 14, 31, 45, 47, 52, 54"
"387, 9, 15, 18, 25, 31, 49"
"388, 1, 20, 24, 33, 40, 55"
"389, 12, 18, 28, 30, 47, 50"
"390, 2, 3, 11, 23, 35, 54"
"391, 6, 10, 20, 47, 52, 55"
"392, 13, 18, 34, 36, 45, 49"
"393, 9, 12, 19, 25, 41, 54"
"394, 4, 14, 18, 21, 32, 53"
"395, 25, 28, 32, 34, 35, 39"
"396, 26, 36, 37, 38, 42, 49"
"397, 27, 32, 36, 37, 47, 48"
"398, 1, 3, 20, 33, 36, 51"
"399, 7, 24, 32, 49, 51, 54"
"400, 5, 13, 21, 36, 39, 48"
"401, 3, 11, 21, 29, 47, 55"
"402, 9, 17, 23, 26, 51, 54"
"403, 14, 15, 31, 40, 43, 49"
"404, 8, 9, 34, 40, 41, 54"
"405, 5, 11, 21, 30, 40, 48"
"406, 23, 25, 30, 36, 45, 52"
"407, 2, 14, 19, 24, 27, 34"
"408, 12, 20, 25, 38, 39, 40"
"409, 1, 14, 18, 43, 49, 50"
"410, 3, 35, 41, 42, 43, 49"
"411, 10, 12, 14, 17, 29, 53"
"412, 3, 9, 20, 21, 33, 52"
"413, 7, 8, 11, 31, 35, 36"
"414, 1, 10, 11, 13, 27, 55"
"415, 12, 19, 40, 41, 43, 53"
"416, 4, 18, 24, 30, 53, 55"
"417, 4, 6, 10, 16, 30, 46"
"418, 12, 31, 32, 33, 39, 41"
"419, 2, 6, 9, 16, 43, 53"
"420, 1, 4, 13, 15, 18, 20"
"421, 9, 19, 28, 30, 32, 54"
"422, 18, 19, 30, 39, 45, 46"
"423, 1, 8, 25, 34, 38, 44"
"424, 7, 23, 29, 47, 51, 55"
"425, 19, 35, 38, 49, 52, 55"
"426, 5, 15, 16, 19, 49, 55"
"427, 2, 15, 22, 25, 30, 46"
"428, 4, 13, 27, 47, 50, 55"
"429, 11, 12, 23, 24, 34, 47"
"430, 1, 4, 8, 21, 44, 49"
"431, 12, 13, 41, 42, 48, 53"
"432, 4, 19, 31, 42, 48, 55"
"433, 6, 12, 16, 34, 39, 54"
"434, 8, 12, 24, 32, 35, 51"
"435, 1, 3, 8, 22, 42, 48"
"436, 3, 21, 25, 32, 35, 52"
"437, 7, 9, 11, 30, 43, 53"
"438, 2, 15, 16, 23, 33, 54"
"439, 5, 18, 27, 45, 50, 54"
"440, 5, 9, 33, 43, 44, 50"
"441, 2, 18, 28, 46, 52, 54"
"442, 9, 10, 12, 19, 27, 40"
"443, 2, 6, 38, 47, 50, 53"
"444, 5, 11, 18, 19, 20, 21"
"445, 4, 10, 20, 38, 48, 53"
"446, 3, 9, 10, 18, 29, 45"
"447, 7, 24, 32, 35, 48, 50"
"448, 3, 10, 11, 17, 26, 54"
"449, 3, 4, 6, 14, 20, 38"
"450, 5, 22, 32, 34, 43, 51"
"451, 2, 5, 11, 20, 24, 32"
"452, 3, 13, 22, 28, 30, 53"
"453, 6, 14, 31, 37, 38, 44"
"454, 4, 12, 31, 47, 49, 52"
"455, 2, 19, 21, 34, 54, 55"
"456, 3, 11, 20, 34, 44, 54"
"457, 6, 7, 16, 26, 29, 54"
"458, 13, 18, 29, 30, 40, 47"
"459, 10, 15, 20, 21, 32, 51"
"460, 2, 5, 21, 24, 26, 27"
"461, 3, 12, 24, 26, 36, 43"
"462, 2, 12, 33, 39, 52, 53"
"463, 3, 25, 28, 44, 49, 54"
"464, 1, 11, 29, 30, 41, 51"
"465, 22, 41, 44, 46, 51, 52"
"466, 14, 18, 28, 32, 33, 36"
"467, 1, 20, 24, 26, 35, 51"
"468, 21, 35, 36, 38, 44, 47"
"469, 1, 4, 14, 28, 35, 53"
"470, 11, 22, 24, 47, 49, 53"
"471, 7, 9, 18, 22, 35, 54"
"472, 9, 12, 19, 22, 31, 46"
"473, 22, 47, 48, 52, 53, 55"
"474, 18, 25, 27, 37, 45, 50"
"475, 20, 21, 24, 30, 31, 44"
"476, 13, 14, 15, 17, 26, 53"
"477, 1, 5, 28, 43, 44, 53"
"478, 4, 7, 8, 29, 31, 41"
"479, 5, 8, 15, 18, 36, 45"
"480, 12, 28, 41, 42, 52, 53"
"481, 7, 10, 13, 15, 40, 48"
"482, 1, 6, 7, 13, 30, 55"
"483, 3, 6, 7, 19, 38, 54"
"484, 12, 14, 22, 23, 39, 44"
"485, 11, 14, 29, 32, 33, 40"
"486, 10, 18, 20, 21, 26, 51"
"487, 5, 10, 47, 50, 53, 54"
"488, 12, 19, 28, 29, 52, 53"
"489, 8, 38, 41, 47, 50, 52"
"490, 3, 14, 25, 37, 49, 54"
"491, 8, 33, 38, 47, 49, 54"
"492, 2, 3, 12, 21, 24, 38"
"493, 12, 21, 22, 27, 41, 50"
"494, 3, 31, 33, 36, 38, 39"
"495, 9, 11, 14, 16, 21, 23"
"496, 8, 18, 19, 20, 43, 54"
"497, 2, 22, 27, 46, 48, 52"
"498, 1, 2, 6, 18, 34, 51"
"499, 12, 28, 30, 33, 45, 52"
"500, 2, 5, 19, 39, 48, 53"
"501, 4, 20, 22, 25, 43, 47"
"502, 5, 11, 15, 34, 44, 48"
"503, 6, 17, 27, 34, 36, 51"
"504, 12, 15, 23, 28, 45, 48"
"505, 8, 14, 19, 20, 49, 51"
"506, 4, 7, 19, 20, 22, 53"
"507, 18, 19, 29, 31, 36, 52"
"508, 1, 20, 36, 44, 45, 49"
"509, 6, 10, 12, 24, 34, 43"
"510, 5, 19, 32, 41, 42, 45"
"511, 10, 28, 29, 30, 37, 38"
"512, 2, 17, 32, 33, 38, 45"
"513, 3, 31, 34, 36, 44, 54"
"514, 3, 14, 32, 36, 41, 46"
"515, 10, 11, 13, 35, 38, 49"
"516, 15, 25, 27, 35, 40, 48"
"517, 14, 20, 32, 34, 37, 49"
"518, 10, 11, 16, 29, 35, 38"
"519, 11, 19, 34, 41, 44, 48"
"520, 1, 24, 33, 41, 43, 51"
"521, 4, 8, 11, 15, 17, 41"
"522, 2, 15, 25, 27, 37, 51"
"523, 7, 19, 23, 26, 35, 45"
"524, 5, 7, 9, 22, 42, 54"
"525, 7, 11, 22, 38, 48, 51"
"526, 10, 19, 24, 29, 46, 48"
"527, 19, 23, 29, 34, 44, 53"
"528, 1, 4, 42, 44, 46, 50"
"529, 13, 15, 28, 29, 32, 44"
"530, 5, 22, 25, 43, 48, 53"
"531, 9, 20, 22, 31, 47, 52"
"532, 12, 31, 39, 41, 45, 55"
"533, 7, 16, 32, 42, 44, 47"
"534, 3, 4, 16, 34, 40, 55"
"535, 2, 7, 17, 18, 21, 29"
"536, 4, 13, 31, 36, 40, 54"
"537, 28, 43, 44, 50, 51, 53"
"538, 6, 22, 32, 33, 35, 53"
"539, 15, 20, 21, 29, 31, 41"
"540, 3, 11, 14, 31, 34, 42"
"541, 4, 10, 11, 21, 23, 44"
"542, 2, 5, 10, 22, 26, 47"
"543, 1, 2, 4, 32, 34, 39"
"544, 16, 19, 21, 23, 30, 48"
"545, 9, 19, 32, 40, 45, 51"
"546, 6, 11, 24, 30, 50, 52"
"547, 23, 29, 45, 46, 49, 51"
"548, 2, 9, 21, 23, 33, 41"
"549, 18, 24, 34, 39, 46, 55"
"550, 15, 18, 29, 35, 47, 54"
"551, 4, 5, 12, 25, 43, 44"
"552, 7, 19, 20, 23, 36, 55"
"553, 3, 31, 45, 46, 49, 54"
"554, 17, 24, 38, 41, 46, 54"
"555, 16, 18, 20, 25, 35, 36"
"556, 9, 13, 17, 33, 34, 53"
"557, 19, 20, 24, 29, 36, 39"
"558, 5, 11, 17, 20, 26, 37"
"559, 2, 11, 17, 19, 47, 51"
"560, 13, 18, 24, 34, 38, 54"
"561, 2, 4, 34, 38, 41, 55"
"562, 27, 33, 34, 38, 46, 48"
"563, 8, 11, 16, 22, 28, 30"
"564, 12, 13, 16, 17, 27, 47"
"565, 25, 33, 39, 45, 49, 55"
"566, 5, 8, 27, 42, 47, 51"
"567, 4, 15, 16, 29, 42, 46"
"568, 18, 25, 38, 43, 47, 51"
"569, 5, 11, 17, 25, 39, 48"
"570, 1, 4, 5, 21, 25, 44"
"571, 3, 9, 22, 26, 32, 37"
"572, 3, 9, 23, 33, 42, 44"
"573, 3, 7, 14, 22, 41, 42"
"574, 7, 24, 45, 48, 49, 53"
"575, 15, 19, 24, 31, 44, 53"
"576, 14, 23, 26, 37, 42, 51"
"577, 1, 14, 41, 44, 46, 53"
"578, 13, 24, 25, 35, 39, 41"
"579, 1, 5, 6, 13, 23, 27"
"580, 6, 7, 22, 32, 38, 47"
"581, 7, 10, 12, 19, 42, 54"
"582, 15, 27, 37, 45, 46, 52"
"583, 6, 10, 33, 35, 36, 43"
"584, 3, 7, 18, 22, 40, 46"
"585, 2, 11, 31, 37, 43, 55"
"586, 6, 12, 14, 27, 43, 45"
"587, 4, 8, 21, 24, 26, 47"
"588, 14, 22, 25, 39, 41, 52"
"589, 16, 28, 33, 41, 42, 54"
"590, 11, 22, 24, 27, 43, 54"
"591, 4, 16, 17, 20, 27, 44"
"592, 11, 18, 21, 22, 30, 55"
"593, 18, 23, 38, 41, 44, 55"
"594, 1, 3, 7, 13, 28, 45"
"595, 3, 9, 32, 33, 41, 43"
"596, 3, 16, 17, 24, 41, 44"
"597, 6, 16, 17, 20, 49, 52"
"598, 5, 14, 24, 36, 44, 55"
"599, 4, 15, 28, 30, 49, 52"
"600, 4, 25, 30, 38, 50, 55"
"601, 17, 20, 22, 24, 30, 54"
"602, 3, 32, 34, 42, 44, 54"
"603, 7, 8, 17, 37, 47, 48"
"604, 5, 11, 18, 27, 34, 43"
"605, 3, 4, 12, 16, 30, 50"
"606, 2, 7, 11, 21, 31, 42"
"607, 2, 8, 11, 13, 17, 26"
"608, 2, 20, 24, 39, 46, 53"
"609, 5, 9, 12, 20, 43, 51"
"610, 22, 24, 27, 37, 38, 48"
"611, 2, 4, 7, 18, 30, 35"
"612, 11, 13, 20, 51, 53, 55"
"613, 10, 16, 26, 27, 34, 48"
"614, 7, 20, 37, 47, 51, 53"
"615, 1, 8, 12, 26, 28, 45"
"616, 11, 12, 32, 42, 43, 51"
"617, 19, 30, 35, 43, 47, 55"
"618, 6, 8, 10, 23, 39, 44"
"619, 8, 17, 20, 36, 39, 44"
"620, 17, 22, 30, 40, 43, 44"
"621, 10, 16, 40, 43, 45, 46"
"622, 3, 14, 15, 21, 47, 52"
"623, 15, 24, 25, 40, 42, 50"
"624, 6, 7, 21, 25, 27, 49"
"625, 7, 20, 27, 43, 48, 51"
"626, 7, 22, 25, 40, 49, 50"
"627, 18, 23, 26, 32, 46, 49"
"628, 5, 6, 22, 26, 49, 51"
"629, 11, 16, 17, 19, 38, 43"
"630, 6, 15, 21, 24, 45, 55"
"631, 1, 22, 25, 38, 39, 54"
"632, 14, 17, 31, 33, 42, 50"
"633, 9, 21, 24, 30, 41, 44"
"634, 9, 17, 22, 28, 50, 55"
"635, 3, 9, 25, 29, 46, 50"
"636, 3, 19, 32, 36, 41, 51"
